10,thalawathugoda,9.0,per perch,Residential,8/30/2021,14.19,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1," 1,375,000.00 "," 1,375,000.00 ",6.88135509603288,79.93697586233155,20,106,9,392,8,479,1,1026,20,1105,7,242,2,2410,9,786,19,454,3,2713,0,0,8,641,20,781,20,105,20,209,0,0,3,774,13,786,1,952,0,0
10,thalawathugoda,18.5,per perch,"Commercial, Residential",8/30/2021,14.19,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1," 2,100,000.00 "," 2,100,000.00 ",6.877213916156601,79.93413639110891,20,172,10,857,7,2886,0,0,20,993,5,238,2,2572,13,65,20,244,5,2875,0,0,6,1179,20,1009,20,1058,20,110,0,0,1,1153,12,1397,1,1114,1,2850
2,makandana,6.0,per perch,"Commercial, Residential",8/30/2021,22.39,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0," 950,000.00 "," 950,000.00 ",6.781233880868801,79.94615038607732,17,168,4,120,1,810,13,189,20,1282,3,401,0,0,3,763,6,133,1,496,0,0,2,1156,20,87,10,197,20,1016,0,0,1,805,5,371,0,0,0,0
7,malabe,27.0,per perch,"Commercial, Residential",8/30/2021,14.94,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2," 1,400,000.00 "," 1,400,000.00 ",6.911205810751248,79.95963146450963,18,2176,6,1579,0,0,0,0,20,2220,2,2624,0,0,5,711,6,936,11,669,0,0,6,758,20,2220,20,735,20,1476,0,0,0,0,6,2735,0,0,2,723
23,kirulapone,15.0,per perch,"Commercial, Residential",8/30/2021,8.43,6,0.939433548,9,0.601617972,4,0.555210369,6,0.529896202,5,0.68379499,8.270892022,1.393859989,0.06226201,43,0.107440189,11,1.478613636,1,1.066322748,6,1.082209212,3,0.220060054,23,0.776471572,5," 5,000,000.00 "," 5,000,000.00 ",6.878787801076489,79.87231180484757,20,239,19,173,16,1761,0,0,20,201,17,244,2,678,18,1986,20,1377,11,390,0,0,14,392,20,75,20,211,20,92,1,1370,3,779,20,1377,2,1060,3,1011
21,maharagama,14.85,per perch,"Commercial, Residential",8/30/2021,15.34,0,4.222294805,4,0.369010476,1,0.382122379,0,5.026014326,0,2.696064051,6.132844101,0.105448493,0.204660942,10,0.286628589,4,1.451908281,1,2.904116106,0,3.275002357,0,0.52902818,12,0.218559789,3," 1,925,000.00 "," 1,925,000.00 ",6.847866237002165,79.9315914493695,20,232,19,943,2,831,3,2137,20,254,10,293,4,927,13,790,16,947,14,1303,1,750,9,943,20,973,20,136,20,196,1,982,2,1814,14,1397,4,134,4,2325
23,kirulapone,37.79,per perch,"Commercial, Residential",8/30/2021,8.43,6,0.939433548,9,0.601617972,4,0.555210369,6,0.529896202,5,0.68379499,8.270892022,1.393859989,0.06226201,43,0.107440189,11,1.478613636,1,1.066322748,6,1.082209212,3,0.220060054,23,0.776471572,5," 6,000,000.00 "," 6,000,000.00 ",6.880602849488401,79.87194476169263,20,192,18,1048,13,1181,0,0,20,80,19,248,2,771,13,2155,20,366,14,12,0,0,15,1048,20,1076,20,189,20,111,1,1033,4,948,20,1039,2,1423,3,1180
8,nugegoda,82.0,per perch,"Commercial, Residential",8/30/2021,10.57,2,0.650935049,6,0.057182506,2,0.805928234,1,0.48894894,2,0.574608738,9.365425049,0.380556553,0.053768922,31,0.540329219,7,1.581158036,1,2.720707053,0,0.487678441,2,0.253841443,24,0.139402968,4," 5,500,000.00 "," 5,500,000.00 ",6.879208350693638,79.88919059109004,20,294,20,214,7,727,2,946,20,315,9,778,2,2096,18,347,12,659,20,684,2,1154,9,487,20,528,20,586,20,398,2,2839,2,1116,14,624,0,0,1,1129
6,battaramulla,8.0,total price,Residential,8/30/2021,11.35,0,3.099785658,3,0.190254107,0,3.899164939,1,1.322045762,0,3.232578915,6.632045539,4.07247222,0.046516086,15,0.115221781,3,2.30456467,0,2.966136151,0,0.184195569,2,0.275528356,11,1.185148304,2," 24,000,000.00 "," 3,000,000.00 ",6.893793423983374,79.9175586693167,20,502,16,1681,2,952,1,1371,20,405,8,707,2,2185,5,841,10,609,4,1294,0,0,9,1152,20,27,20,365,20,9,3,1032,3,1299,7,1146,0,0,3,923
5,piliyandala,7.0,per perch,"Commercial, Residential",8/30/2021,18.85,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2," 875,000.00 "," 875,000.00 ",6.815160459586909,79.91960218400499,20,69,3,1066,2,1144,14,491,20,405,6,1005,2,564,5,532,9,1015,0,0,0,0,4,506,20,14,17,325,20,261,0,0,1,487,4,1103,0,0,0,0
